0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30
0.74,0.24,0.65,0.28,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.65,0.24,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.35,0.65,0.46,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.46,0.41,0.59,0.0,0.0,0.39,0.41,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.65,0.28,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.67,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.67,0.26,0.65,0.46,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.67,0.28,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.65,0.26,0.0,0.0,0.0,0.0,0.65,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.39,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.63,0.33,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.26,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.63,0.24,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.65,0.33,0.65,0.46,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.35,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.61,0.3,0.0,0.0,0.0,0.0,0.63,0.35,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.63,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.65,0.28,0.0,0.0,0.0,0.0,0.65,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.65,0.33,0.65,0.46,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.67,0.28,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.65,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.65,0.46,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.65,0.46,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.39,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.67,0.28,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.65,0.28,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.39,0.0,0.0,0.0,0.0,0.59,0.35,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.35,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.65,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.43,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.35,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.46,0.41,0.59,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.41,0.39,0.0,0.0,0.0,0.0,0.39,0.39,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.63,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.39,0.41,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.63,0.24,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.43,0.43,0.41,0.59,0.0,0.0,0.39,0.41,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.74,0.24,0.65,0.26,0.67,0.26,0.0,0.0,0.0,0.0,0.65,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.65,0.3,3.0
0.0,0.0,0.65,0.28,0.65,0.26,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.5,0.37,3.0
0.74,0.24,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.65,0.3,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.39,0.39,0.61,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.59,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.28,0.67,0.26,0.0,0.0,0.0,0.0,0.65,0.24,0.65,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.59,0.3,0.63,0.33,0.0,0.0,0.65,0.33,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.59,0.3,0.65,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.43,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.35,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.3,0.67,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.67,0.26,0.0,0.0,0.0,0.0,0.59,0.33,0.63,0.33,0.0,0.0,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.63,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.3,0.65,0.3,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.57,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.63,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.57,0.3,0.0,0.0,0.0,0.0,0.43,0.43,0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.3,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.65,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.3,0.65,0.28,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.74,0.24,0.63,0.3,0.65,0.33,0.65,0.46,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.46,0.46,0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.28,0.67,0.28,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.59,0.3,0.0,0.0,0.0,0.0,0.59,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.41,0.39,0.0,0.0,0.0,0.0,0.39,0.39,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.3,0.0,0.0,0.0,0.0,0.63,0.24,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.28,0.0,0.0,0.0,0.0,0.41,0.39,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.3,0.65,0.33,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.35,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.26,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.28,0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.65,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.43,0.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.65,0.3,0.67,0.3,0.0,0.0,0.0,0.0,0.59,0.33,0.63,0.33,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.0,0.0,0.41,0.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.3,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
0.0,0.0,0.63,0.3,0.65,0.3,0.0,0.0,0.0,0.0,0.59,0.33,0.0,0.0,0.0,0.0,0.63,0.35,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.52,0.39,3.0
0.0,0.0,0.65,0.3,0.67,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.63,0.33,0.0,0.0,0.0,0.0,0.61,0.33,0.0,0.0,0.0,0.0,0.52,0.37,3.0
